id_jur,nm_jur,nm_intl_jur,u_sma,u_smk,u_pt,u_slb,id_jenj_didik,id_induk_jurusan,id_kel_bidang
"29101     ","Teknik Geodesi Dan Geomatika",NULL,0,0,1,0,35,NULL,12
"29201     ","Teknik Geodesi",NULL,0,0,1,0,30,NULL,12
"29202     ","Teknik Geomatika",NULL,0,0,1,0,30,NULL,12
"29401     ","Teknik Geodesi",NULL,0,0,1,0,22,NULL,12
"30001     ","Teknik Fisika",NULL,0,0,1,0,40,NULL,12
"30101     ","Teknik Fisika",NULL,0,0,1,0,35,NULL,12
"30102     ","Instrumentasi Dan Kontrol",NULL,0,0,1,0,35,NULL,12
"30201     ","Fisika Teknik",NULL,0,0,1,0,30,NULL,12
"30202     ","Elektronika Dan Instrumentasi",NULL,0,0,1,0,30,NULL,12
"30302     ","Elektronika dan Instrumentasi",NULL,0,0,1,0,23,NULL,12
"30303     ",Elektromekanika,NULL,0,0,1,0,23,NULL,12
"30401     ",Fisika,NULL,0,0,1,0,22,NULL,12
"31001     ","Rekayasa Pertambangan",NULL,0,0,1,0,40,NULL,12
"31101     ","Rekayasa Pertambangan",NULL,0,0,1,0,35,NULL,12
"31102     ","Teknik Panas Bumi",NULL,0,0,1,0,35,NULL,12
"31103     ","Teknik Sistem",NULL,0,0,1,0,35,NULL,12
"31104     ","Rekayasa Infrastruktur",NULL,0,0,1,0,35,NULL,12
"31105     ","Analisis Sistem dan Riset Operasi",NULL,0,0,1,0,35,NULL,12
"31201     ","Teknik Pertambangan",NULL,0,0,1,0,30,NULL,12
"31401     ","Teknik Mineral",NULL,0,0,1,0,22,NULL,12
"31501     ","Teknik Pertambangan PDD 1",NULL,0,0,1,0,21,NULL,12
"32001     ","Teknik Perminyakan",NULL,0,0,1,0,40,NULL,12
"32101     ","Teknik Perminyakan",NULL,0,0,1,0,35,NULL,12
"32201     ","Teknik Perminyakan",NULL,0,0,1,0,30,NULL,12
"32202     ","Teknik Pengolahan Minyak dan Gas",NULL,0,0,1,0,23,NULL,12
"32203     ","Teknik Pengolahan Limbah",NULL,0,0,1,0,30,NULL,12
"32303     ","Teknik Pengolahan Limbah",NULL,0,0,1,0,23,NULL,12
"32304     ","Teknik Keselamatan Dan Kesehatan Kerja",NULL,0,0,1,0,23,NULL,12
"32305     ","Teknik Keselamatan Otomotif",NULL,0,0,1,0,23,NULL,12
"32401     ",Perminyakan,NULL,0,0,1,0,22,NULL,12
"32402     ","Pengolahan Minyak Dan Gas",NULL,0,0,1,0,22,NULL,12
"32403     ","Teknik Pengolahan Limbah",NULL,0,0,1,0,22,NULL,12
"32404     ","Keselamatan Kerja & Pencegahan Kebakaran",NULL,0,0,1,0,22,NULL,12
"32405     ","Instrmentasi Dan Elektronika Migas",NULL,0,0,1,0,22,NULL,12
"32602     ",Meteorologi,NULL,0,0,1,0,20,NULL,12
"32604     ","Fire And Safety",NULL,0,0,1,0,20,NULL,12
"33001     ","Teknik Geofisika",NULL,0,0,1,0,40,NULL,12
"33101     ","Teknik Geofisika",NULL,0,0,1,0,35,NULL,12
"33201     ",Geofisika,NULL,0,0,1,0,30,NULL,12
"33202     ",Meteorologi,NULL,0,0,1,0,30,NULL,12
"33301     ",Geofisika,NULL,0,0,1,0,23,NULL,4
"33302     ",Meteorologi,NULL,0,0,1,0,23,NULL,4
"33401     ",Geofisika,NULL,0,0,1,0,22,NULL,12
"33402     ",Meteorologi,NULL,0,0,1,0,22,NULL,12
"33601     ",Geofisika,NULL,0,0,1,0,20,NULL,12
"34001     ","Teknik Geologi",NULL,0,0,1,0,40,NULL,12
"34002     ","Sains Kebumian",NULL,0,0,1,0,40,NULL,12
"34101     ",Geologi,NULL,0,0,1,0,35,NULL,12
"34102     ","Sains Kebumian",NULL,0,0,1,0,35,NULL,12
"34103     ","Teknik Air Tanah",NULL,0,0,1,0,35,NULL,12
"34201     ","Teknik Geologi",NULL,0,0,1,0,30,NULL,12
"34401     ",Geoinformatika,NULL,0,0,1,0,22,NULL,12
"35001     ","Perencanaan Wilayah Dan Kota",NULL,0,0,1,0,40,NULL,12
"35101     ","Manajemen Perkotaan",NULL,0,0,1,0,35,NULL,12
"35102     ","Rancang Kota",NULL,0,0,1,0,35,NULL,12
"35201     ","Perencanaan Wilayah dan Kota",NULL,0,0,1,0,30,NULL,12
"352045    ","Teknik Sipil dan Lingkungan",NULL,0,0,1,0,30,NULL,12
"35301     ",Pertanahan,NULL,0,0,1,0,23,NULL,12
"35401     ","Perencanaan Wilayah Dan Kota",NULL,0,0,1,0,22,NULL,12
"35402     ","Survey dan Pemataan",NULL,0,0,1,0,22,NULL,12
"35501     ","Survai dan Pemetaan, Kampus Kutai Timur",NULL,0,0,1,0,21,NULL,12
"35601     ",Planologi,NULL,0,0,1,0,20,NULL,12
"35611     ","Survei Pemetaan",NULL,0,0,1,0,20,NULL,12
"36101     ","Teknik Perkapalan",NULL,0,0,1,0,35,NULL,12
"36201     ","Teknik Perkapalan",NULL,0,0,1,0,30,NULL,12
"36202     ","Teknik Sistem Perkapalan",NULL,0,0,1,0,30,NULL,12
"36301     ","Teknik Desain Dan Manufaktur",NULL,0,0,1,0,23,NULL,12
"36302     ","Teknik Perpipaan",NULL,0,0,1,0,23,NULL,12
"36303     ","Teknik Pengelasan",NULL,0,0,1,0,23,NULL,12
"36304     ","Teknik Otomasi",NULL,0,0,1,0,23,NULL,12
"36401     ","Teknik Perancangan Dan Konstruksi Kapal",NULL,0,0,1,0,22,NULL,12
"36402     ","Teknik Permesinan Kapal",NULL,0,0,1,0,22,NULL,12
"36403     ","Teknik Bangunan Kapal",NULL,0,0,1,0,22,NULL,12
"36404     ","Teknik Kelistrikan Kapal",NULL,0,0,1,0,22,NULL,12
"36501     ","Teknik Perkapalan",NULL,0,0,1,0,21,NULL,12
"36602     ",Permesinan,NULL,0,0,1,0,20,NULL,12
"36603     ",Pengelasan,NULL,0,0,1,0,20,NULL,12
"36673     ","Rancang Bangun Kapal",NULL,0,0,1,0,20,NULL,12
"37001     ","Rekayasa Nuklir",NULL,0,0,1,0,40,NULL,12
"37101     ","Ilmu Dan Rekayasa Nuklir",NULL,0,0,1,0,35,NULL,12
"37201     ","Teknik Nuklir",NULL,0,0,1,0,30,NULL,12
"37301     ","Teknik Kimia Nuklir",NULL,0,0,1,0,23,NULL,12
"38001     ","Ilmu Teknik Kelautan",NULL,0,0,1,0,40,NULL,12
"38101     ","Teknik Kelautan",NULL,0,0,1,0,35,NULL,12
"38201     ",Oseanografi,NULL,0,0,1,0,30,NULL,12
"38401     ","Teknik Hidro Oseanografi",NULL,0,0,1,0,22,NULL,12
"39001     ",Transportasi,NULL,0,0,1,0,40,NULL,12
"39101     ",Transportasi,NULL,0,0,1,0,35,NULL,12
"39201     ","Manajemen Transportasi",NULL,0,0,1,0,30,NULL,12
"39301     ","Rekayasa Transportasi",NULL,0,0,1,0,23,NULL,12
"39302     ","Transportasi Darat",NULL,0,0,1,0,23,NULL,12
"39304     ","Lalu Lintas Udara",NULL,0,0,1,0,23,NULL,12
"39401     ",Transportasi,NULL,0,0,1,0,22,NULL,12
"39402     ","Pengujian Kendaraan Bermotor",NULL,0,0,1,0,22,NULL,12
"39403     ","Lalu Lintas Sungai Danau dan Penyeberangan",NULL,0,0,1,0,22,NULL,12
"39404     ","Lalu Lintas Udara",NULL,0,0,1,0,22,NULL,12
"39501     ","Pengujian Kendaraan Bermotor",NULL,0,0,1,0,21,NULL,12
"39502     ","Lalu Lintas Udara",NULL,0,0,1,0,21,NULL,12
"40001     ","Aeronotika Dan Astronotika",NULL,0,0,1,0,40,NULL,12
"40101     ","Aeronotika Dan Astronotika",NULL,0,0,1,0,35,NULL,12
"40201     ","Aeronotika Dan Astronotika",NULL,0,0,1,0,30,NULL,12
"40301     ","Teknik Aeronautika Pertahanan",NULL,0,0,1,0,23,NULL,12
"40307     ","Teknik Pesawat Udara",NULL,0,0,1,0,23,NULL,12
"40308     ","Teknik Navigasi Udara",NULL,0,0,1,0,23,NULL,12
"40309     ",Penerbang,NULL,0,0,1,0,23,NULL,12
"40401     ","Listrik Pesawat",NULL,0,0,1,0,22,NULL,12
"40402     ","Teknik Aeronautika",NULL,0,0,1,0,22,NULL,12
"40403     ","Rangka Pesawat",NULL,0,0,1,0,22,NULL,12
"40404     ","Motor Pesawat",NULL,0,0,1,0,22,NULL,12
"40405     ",Avionika,NULL,0,0,1,0,22,NULL,12
"40406     ","Teknik & Manajemen Logistik Penerbangan",NULL,0,0,1,0,22,NULL,12
"40407     ","Teknik Pesawat Udara",NULL,0,0,1,0,22,NULL,12
"40502     ",Aeronautika,NULL,0,0,1,0,21,NULL,12
"41001     ","Ilmu Keteknikan Pertanian",NULL,0,0,1,0,40,NULL,13
"41011     ","Teknologi Industri Pertanian",NULL,0,0,1,0,40,NULL,13
"41021     ","Ilmu Pangan",NULL,0,0,1,0,40,NULL,13
"41101     ","Keteknikan Pertanian",NULL,0,0,1,0,35,NULL,13
"41103     ","Ilmu Dan Teknologi Pangan",NULL,0,0,1,0,35,NULL,13
"41111     ","Teknologi Agroindustri",NULL,0,0,1,0,35,NULL,13
"41121     ","Illmu Dan Teknologi Pangan",NULL,0,0,1,0,35,NULL,13
"41122     ","Teknologi Pangan Profesi",NULL,0,0,1,0,35,NULL,4
"41131     ","Teknologi Hasil Pertanian",NULL,0,0,1,0,35,NULL,13
"41133     ","Teknologi Hasil Perkebunan",NULL,0,0,1,0,35,NULL,13
"41201     ","Keteknikan Pertanian",NULL,0,0,1,0,30,NULL,13
"41203     ","Ilmu Dan Teknologi Pangan",NULL,0,0,1,0,30,NULL,13
"41211     ","Teknologi Industri Pertanian",NULL,0,0,1,0,30,NULL,13
"41221     ","Teknologi Pangan",NULL,0,0,1,0,30,NULL,13
"41231     ","Ilmu Dan Teknologi Pangan",NULL,0,0,1,0,30,NULL,13
"41234     ","Pengolahan Hasil Perikanan",NULL,0,0,1,0,30,NULL,13
"41301     ","Permesinan Perikanan",NULL,0,0,1,0,23,NULL,13
"41311     ",Agroindustri,NULL,0,0,1,0,23,NULL,13
"41331     ","Manajemen Produksi Pertanian",NULL,0,0,1,0,23,NULL,13
"41333     ","Teknologi Pengolahan Hasil Perkebunan",NULL,0,0,1,0,23,NULL,13
"41334     ","Teknologi Pengolahan Pulp dan Kertas",NULL,0,0,1,0,23,NULL,13
"41401     ","Keteknikan Pertanian",NULL,0,0,1,0,22,NULL,13
"41402     ","Mesin Dan Peralatan Perikanan",NULL,0,0,1,0,22,NULL,13
"41411     ","Teknologi Industri Pertanian",NULL,0,0,1,0,22,NULL,13
"41421     ","Supervisor Jaminan Mutu Pangan",NULL,0,0,1,0,22,NULL,13
"41431     ","Produksi Tanaman Pangan",NULL,0,0,1,0,22,NULL,13
"41433     ","Pengolahan Hasil Perkebunan Kelapa Sawit",NULL,0,0,1,0,22,NULL,13
"41434     ","Pengelolaan Hasil Perikanan",NULL,0,0,1,0,22,NULL,13
"41435     ","Teknik Pengolahan Hasil Perkebunan Luar Domisili",NULL,0,0,1,0,21,NULL,13
"41436     ","Pengolhana Hasil Perkebunan PDD 1",NULL,0,0,1,0,22,NULL,13
"41511     ","Manajemen Agroindustri, Kampus K. Cianjur",NULL,0,0,1,0,21,NULL,13
"41521     ","Teknologi Industri Pangan PDD",NULL,0,0,1,0,21,NULL,13
"41522     ","Teknologi Industri Pangan PDD",NULL,0,0,1,0,21,NULL,13
"41531     ","Teknologi Produksi Benih, Kampus K. Cianjur",NULL,0,0,1,0,21,NULL,13
"41533     ","Teknologi Pengolahan Hasil Perkebunan, Kampus Singkawang",NULL,0,0,1,0,21,NULL,13
"41534     ","Teknologi Produksi Ternak K.Rejang Lebong",NULL,0,0,1,0,21,NULL,13
"41571     ","Teknologi Industri Pangan K. Nganjuk",NULL,0,0,1,0,21,NULL,13
"41621     ","Teknologi Industri Pangan K. Temanggung",NULL,0,0,1,0,20,NULL,13
"41631     ","Produksi Tanaman Holtikultura, Kampus Cianjur",NULL,0,0,1,0,20,NULL,13
"41633     ","Produksi Tanaman Perkebunan K. Temanggung",NULL,0,0,1,0,20,NULL,13
"41671     ","Teknologi Industri Pangan K. Sidoarjo",NULL,0,0,1,0,20,NULL,13
"42301     ","Mekanisasi Perikanan",NULL,0,0,1,0,22,NULL,4
"43353     ","Analis Kesehatan",NULL,0,0,1,0,23,NULL,11
"43453     ","Analis Kesehatan",NULL,0,0,1,0,22,NULL,11
"44001     ","Ilmu Matematika Dan Ilmu Pengetahuan Alam",NULL,0,0,1,0,40,NULL,4
"44002     ","Ilmu Matematika",NULL,0,0,1,0,40,NULL,4
"44101     ",Matematika,NULL,0,0,1,0,35,NULL,4
"44201     ",Matematika,NULL,0,0,1,0,30,NULL,4
"44401     ",Matematika,NULL,0,0,1,0,22,NULL,4
"44601     ",Matematika,NULL,0,0,1,0,20,NULL,4
"45001     ",Fisika,NULL,0,0,1,0,40,NULL,4
"45101     ",Biofisika,NULL,0,0,1,0,35,NULL,4
"45102     ",Fisika,NULL,0,0,1,0,35,NULL,4
"45201     ","Fisika S-1",NULL,0,0,1,0,30,NULL,4
"45401     ","Fisika Terapan",NULL,0,0,1,0,22,NULL,4
"45402     ","Laboratorium Sains",NULL,0,0,1,0,22,NULL,4
"45501     ","Fisika, Kampus K. Bandung",NULL,0,0,1,0,21,NULL,4
"46001     ",Biologi,NULL,0,0,1,0,40,NULL,4
"46002     ","Biosains Hewan",NULL,0,0,1,0,40,NULL,4
"46003     ","Biologi Tumbuhan",NULL,0,0,1,0,40,NULL,4
"46004     ",Mikrobiologi,NULL,0,0,1,0,40,NULL,4
"46101     ",Biologi,NULL,0,0,1,0,35,NULL,4
"46102     ","Biosains Hewan",NULL,0,0,1,0,35,NULL,4
"46103     ","Biologi Tumbuhan",NULL,0,0,1,0,35,NULL,4
"46104     ",Mikrobiologi,NULL,0,0,1,0,35,NULL,4
"46201     ",Biologi,NULL,0,0,1,0,30,NULL,4
"46202     ",Mikrobiologi,NULL,0,0,1,0,30,NULL,4
"46203     ","Rekayasa Hayati",NULL,0,0,1,0,30,NULL,4
"46401     ",Biologi,NULL,0,0,1,0,22,NULL,4
"46501     ","Biologi, Kampus K. Bandung",NULL,0,0,1,0,21,NULL,4
"46601     ","Biologi Terapan",NULL,0,0,1,0,20,NULL,4
"47001     ","Ilmu Kimia",NULL,0,0,1,0,40,NULL,4
"47101     ",Biokimia,NULL,0,0,1,0,35,NULL,4
"47102     ",Kimia,NULL,0,0,1,0,35,NULL,4
"47201     ",Kimia,NULL,0,0,1,0,30,NULL,4
"47202     ",Biokimia,NULL,0,0,1,0,30,NULL,4
"47401     ","Analisis Kimia",NULL,0,0,1,0,22,NULL,4
"47501     ","Kimia, Kampus K. Bandung",NULL,0,0,1,0,21,NULL,4
"47601     ",Kimia,NULL,0,0,1,0,20,NULL,4
"48001     ",Farmasi,NULL,0,0,1,0,40,NULL,4
"48091     ","Profesi Apoteker",NULL,0,0,1,0,25,NULL,4
"48101     ",Farmasi,NULL,0,0,1,0,35,NULL,4
"48102     ","Farmasi Klinik",NULL,0,0,1,0,35,NULL,4
"48103     ","Farmasi Industri",NULL,0,0,1,0,35,NULL,4
"48104     ",Herbal,NULL,0,0,1,0,35,NULL,4
"48201     ",Farmasi,NULL,0,0,1,0,30,NULL,4
"48202     ","Farmasi Klinik Dan Komunitas",NULL,0,0,1,0,30,NULL,4
"48301     ",Farmasi,NULL,0,0,1,0,23,NULL,4
"48401     ",Farmasi,NULL,0,0,1,0,22,NULL,4
"48402     ","Analis Farmasi",NULL,0,0,1,0,22,NULL,4
"48404     ","Analisa Farmasi Dan Makanan",NULL,0,0,1,0,22,NULL,4
"48474     ","Jamu (Kampus Klaten)",NULL,0,0,1,0,22,NULL,4
"48701     ",Farmasi,NULL,0,0,1,0,32,NULL,4
"48901     ","Pendidikan Profesi Apoteker",NULL,0,0,1,0,25,NULL,4
"49001     ","Ilmu Statistik",NULL,0,0,1,0,40,NULL,4
"49101     ","Sains Komputasi/Statistika",NULL,0,0,1,0,35,NULL,4
"49102     ","Statistika Terapan",NULL,0,0,1,0,35,NULL,4
"49201     ",Statistik,NULL,0,0,1,0,30,NULL,4
"49401     ",Statistika,NULL,0,0,1,0,22,NULL,4
"49501     ",Statistika,NULL,0,0,1,0,23,NULL,4
"49502     ","Komputasi Statistika",NULL,0,0,1,0,23,NULL,4
"50001     ",Astronomi,NULL,0,0,1,0,40,NULL,4
"50002     ","Ilmu Falaq",NULL,0,0,1,0,40,NULL,4
"50101     ",Astronomi,NULL,0,0,1,0,35,NULL,4
"50102     ","Ilmu Falaq",NULL,0,0,1,0,35,NULL,4
"50201     ",Astronomi,NULL,0,0,1,0,30,NULL,4
"50202     ","Ilmu Falaq",NULL,0,0,1,0,30,NULL,4
"51001     ","Ilmu Geografi",NULL,0,0,1,0,40,NULL,4
"51101     ",Geografi,NULL,0,0,1,0,35,NULL,4
"51111     ","Penginderaan Jauh",NULL,0,0,1,0,35,NULL,4
"51201     ",Geografi,NULL,0,0,1,0,30,NULL,4
"51211     ","Kartografi Dan Penginderaan Jauh",NULL,0,0,1,0,30,NULL,4
"51234     ","Pengolahan Hasil Perikanan",NULL,0,0,1,0,30,NULL,4
"51411     ","Penginderaan Jauh Dan Sig",NULL,0,0,1,0,22,NULL,4
"51611     ","Penginderaan Jauh",NULL,0,0,1,0,20,NULL,4
"54001     ","Ilmu Pertanian",NULL,0,0,1,0,40,NULL,13
"54002     ","Ilmu Ekonomi Pertanian",NULL,0,0,1,0,40,NULL,13
"54003     ","Penyuluhan dan Komunikasi Pembangunan",NULL,0,0,1,0,40,NULL,13
"54004     ","Agronomi Dan Hortikultura",NULL,0,0,1,0,40,NULL,13
"54005     ","Ilmu Tanah",NULL,0,0,1,0,40,NULL,13
"54006     ",Entomologi,NULL,0,0,1,0,40,NULL,13
"54007     ","Pemuliaan Dan Bioteknologi Tanaman",NULL,0,0,1,0,40,NULL,13
"54010     ","Klimatologi Terapan",NULL,0,0,1,0,40,NULL,13
"54012     ","Ilmu Benih Dan Teknologi Benih",NULL,0,0,1,0,40,NULL,13
"54031     ","Ilmu Peternakan",NULL,0,0,1,0,40,NULL,13
"54032     ","Biologi Reproduksi",NULL,0,0,1,0,40,NULL,13
"54033     ","Ilmu Produksi Dan Teknologi Peternakan",NULL,0,0,1,0,40,NULL,13
"54034     ","Ilmu Nutrisi Dan Pakan",NULL,0,0,1,0,40,NULL,13
"54041     ","Ilmu Kelautan",NULL,0,0,1,0,40,NULL,13
"54042     ","Manajemen Sumber Daya Pantai",NULL,0,0,1,0,40,NULL,13
"54043     ","Ilmu Akuakultur",NULL,0,0,1,0,40,NULL,13
"54044     ","Pengelolaan Sumberdaya Perairan",NULL,0,0,1,0,40,NULL,13
"54045     ","Pengelolaan Sumberdaya Pesisir Dan Lautan",NULL,0,0,1,0,40,NULL,13
"54046     ","Ilmu Pengelolaan Daerah Aliran Sungai",NULL,0,0,1,0,40,NULL,13
"54047     ","Teknologi Hasil Perikanan",NULL,0,0,1,0,40,NULL,13
"54048     ","Teknologi Perikanan Tangkap",NULL,0,0,1,0,40,NULL,13
"54051     ","Ilmu Kehutanan",NULL,0,0,1,0,40,NULL,13
"54052     ","Rekayasa Dan Peningkatan Mutu Hasil Hutan",NULL,0,0,1,0,40,NULL,13
"54053     ","Konservasi Biodiversitas Hutan",NULL,0,0,1,0,40,NULL,13
"54054     ","Silvikultur Tropika",NULL,0,0,1,0,40,NULL,13
"54055     ","Teknologi Serat Dan Komposit",NULL,0,0,1,0,40,NULL,13
"54056     ","Manajemen Ekowisata Dan Jasa Lingkungan",NULL,0,0,1,0,40,NULL,13
"54062     ","Kesehatan Masyarakat Veteriner",NULL,0,0,1,0,40,NULL,13
"54064     ",Fitopatologi,NULL,0,0,1,0,40,NULL,13
"54065     ",Entomologi,NULL,0,0,1,0,40,NULL,13
"54066     ","Parasitologi Dan Entomologi Kesehatan",NULL,0,0,1,0,40,NULL,13
"54067     ",Primatologi,NULL,0,0,1,0,40,NULL,13
"54069     ","Ilmu Biomedis Hewan",NULL,0,0,1,0,40,NULL,13
"54071     ","Ilmu-ilmu Faal Dan Khasiat Obat",NULL,0,0,1,0,40,NULL,13
"54101     ",Agribisnis,NULL,0,0,1,0,35,NULL,13
"54102     ","Ekonomi Pertanian",NULL,0,0,1,0,35,NULL,13
"54103     ","Penyuluhan Dan Komunikasi Pembangunan Per",NULL,0,0,1,0,35,NULL,13
"54104     ",Agronomi,NULL,0,0,1,0,35,NULL,13
"54105     ","Ilmu Tanah",NULL,0,0,1,0,35,NULL,13
"54106     ",Entomologi,NULL,0,0,1,0,35,NULL,13
"54107     ",Bioteknologi,NULL,0,0,1,0,35,NULL,13
"54108     ","Ilmu Pertanian",NULL,0,0,1,0,35,NULL,13
"54109     ","Arsitektur Lansekap",NULL,0,0,1,0,35,NULL,13
"54110     ","Klimatologi Terapan",NULL,0,0,1,0,35,NULL,13
"54111     ",Agroekoteknologi,NULL,0,0,1,0,35,NULL,13
"54112     ","Ilmu Benih Dan Teknologi Benih",NULL,0,0,1,0,35,NULL,13
"54113     ","Bioteknologi Tanah Dan Lingkungan",NULL,0,0,1,0,35,NULL,13
"54114     ","Pengendalian Hama Terpadu",NULL,0,0,1,0,35,NULL,13
"54131     ","Ilmu Peternakan",NULL,0,0,1,0,35,NULL,13
"54132     ","Biologi Reproduksi",NULL,0,0,1,0,35,NULL,13
"54133     ","Ilmu Produksi Dan Teknologi Peternakan",NULL,0,0,1,0,35,NULL,13
"54134     ","Ilmu Nutrisi Dan Pakan",NULL,0,0,1,0,35,NULL,13
"54141     ","Ilmu Kelautan",NULL,0,0,1,0,35,NULL,13
"54142     ","Ekonomi Sumber Daya",NULL,0,0,1,0,35,NULL,13
"54143     ","Budidaya Perairan",NULL,0,0,1,0,35,NULL,13
"54144     ","Pengelolaan Sumberdaya Perairan",NULL,0,0,1,0,35,NULL,13
"54145     ","Pengelolaan Sumberdaya Pesisir Dan Lautan",NULL,0,0,1,0,35,NULL,13
"54146     ","Ilmu Pengelolaan Daerah Aliran Sungai",NULL,0,0,1,0,35,NULL,13
"54147     ","Teknologi Hasil Perikanan",NULL,0,0,1,0,35,NULL,13
"54148     ","Bioteknologi Perikanan dan Kelautan",NULL,0,0,1,0,35,NULL,13
"54149     ","Sistem Dan Pemodelan Perikanan Tangkap",NULL,0,0,1,0,35,NULL,13
"54151     ","Ilmu Kehutanan",NULL,0,0,1,0,35,NULL,13
"54152     ","Ilmu Dan Teknologi Hasil Hutan",NULL,0,0,1,0,35,NULL,13
"54153     ","Konservasi Biodiversitas Tropika",NULL,0,0,1,0,35,NULL,13
"54154     ","Silvikultur Tropika",NULL,0,0,1,0,35,NULL,13
"54156     ","Manajemen Ekowisata Dan Jasa Lingkungan",NULL,0,0,1,0,35,NULL,13
"54157     ","Manajemen Perkebunan",NULL,0,0,1,0,35,NULL,13
"54161     ","Kedokteran Hewan",NULL,0,0,1,0,35,NULL,13
"54162     ","Kesehatan Masyarakat Veteriner",NULL,0,0,1,0,35,NULL,13
"54163     ","Agribisnis Veteriner",NULL,0,0,1,0,35,NULL,13
"54164     ",Fitopatologi,NULL,0,0,1,0,35,NULL,13
"54165     ",Entomologi,NULL,0,0,1,0,35,NULL,13
"54166     ","Parasitologi Dan Entomologi Kesehatan",NULL,0,0,1,0,35,NULL,13
"54167     ",Primatologi,NULL,0,0,1,0,35,NULL,13
"54168     ","Mikrobiologi Medik",NULL,0,0,1,0,35,NULL,13
"54169     ","Ilmu Biomedis Hewan",NULL,0,0,1,0,35,NULL,13
"54170     ","Anatomi Dan Perkembangan Hewan",NULL,0,0,1,0,35,NULL,13
"54171     ","Ilmu-ilmu Faal Dan Khasiat Obat",NULL,0,0,1,0,35,NULL,13
"54192     ","Arsiktektur Lanskap",NULL,0,0,1,0,35,NULL,13
"54201     ",Agribisnis,NULL,0,0,1,0,30,NULL,13
"54202     ","Ekonomi Pertanian",NULL,0,0,1,0,30,NULL,13
"54203     ","Penyuluhan dan Komunikasi Pertanian",NULL,0,0,1,0,30,NULL,13
"54204     ","Agronomi Dan Hortikultura",NULL,0,0,1,0,30,NULL,13
"54207     ",Bioteknologi,NULL,0,0,1,0,30,NULL,13
"54211     ","Agroteknologi S1",NULL,0,0,1,0,30,NULL,13
"54212     ","Agroteknologi PDD1",NULL,0,0,1,0,30,NULL,13
"54214     ","Arsitektur Lanskap",NULL,0,0,1,0,30,NULL,13
"54231     ","Ilmu Dan Industri Peternakan",NULL,0,0,1,0,30,NULL,13
"54236     ","Peternakan (tek Hasil Ternak)          Po",NULL,0,0,1,0,30,NULL,13
"54237     ","Peternakan (sosek Peternakan)          Po",NULL,0,0,1,0,30,NULL,13
"54238     ","Peternakan (tek Produksi Ternak)",NULL,0,0,1,0,30,NULL,13
"54239     ","Peternakan (nutrisi & Tek Pakan)",NULL,0,0,1,0,30,NULL,13
"54241     ","Ilmu Dan Teknologi Kelautan",NULL,0,0,1,0,30,NULL,13
"54242     ","Budidaya Perairan",NULL,0,0,1,0,30,NULL,13
"54243     ","Budidaya Perairan",NULL,0,0,1,0,30,NULL,13
"542431    ","Budidaya Perairan PDD1",NULL,0,0,1,0,30,NULL,4
"54244     ","Teknologi Hasil Perairan",NULL,0,0,1,0,30,NULL,13
"54245     ","Agrobisnis Perikanan",NULL,0,0,1,0,30,NULL,13
"54246     ","Pemanfaatan Sumber Daya Perairan",NULL,0,0,1,0,30,NULL,13
"54247     ","Budidaya Perikanan",NULL,0,0,1,0,30,NULL,13
"54248     ",Teknobiologi,NULL,0,0,1,0,30,NULL,13
"54249     ","Teknologi Industri Hasil Perikanan",NULL,0,0,1,0,30,NULL,13
"54251     ",Kehutanan,NULL,0,0,1,0,30,NULL,13
"54252     ",Kehutanan,NULL,0,0,1,0,30,NULL,13
"54253     ","Budidaya Perairan K. Sintang",NULL,0,0,1,0,30,NULL,13
"54254     ","Kehutanan PDD 1",NULL,0,0,1,0,30,NULL,13
"54256     ","Kehutanan (konservasi Sd Hutan)",NULL,0,0,1,0,30,NULL,13
