id_jur,nm_jur,nm_intl_jur,u_sma,u_smk,u_pt,u_slb,id_jenj_didik,id_induk_jurusan,id_kel_bidang
"54257     ","Kehutanan (tek Hasil Hutan)",NULL,0,0,1,0,30,NULL,13
"54258     ","Kehutanan (manajemen Hutan)",NULL,0,0,1,0,30,NULL,13
"54259     ","Kehutanan (budidaya Hutan)",NULL,0,0,1,0,30,NULL,13
"54261     ","Kedokteran Hewan",NULL,0,0,1,0,30,NULL,13
"54262     ","Kedokteran Hewan PDD1",NULL,0,0,1,0,30,NULL,4
"54271     ","Budidaya Perkebunan",NULL,0,0,1,0,30,NULL,13
"54272     ","Manajemen Sumberdaya Pesisir",NULL,0,0,1,0,30,NULL,13
"54281     ","Agroekoteknologi, Kampus Dharmasraya",NULL,0,0,1,0,30,NULL,13
"54290     ","Agribisnis (eko Sumberdaya Dan Lingk)",NULL,0,0,1,0,30,NULL,13
"54291     ","Agribisnis (ilmu Keluarga Dan Konsumen)",NULL,0,0,1,0,30,NULL,13
"54292     ","Agroteknologi (arsitektur Lanskap)",NULL,0,0,1,0,30,NULL,13
"54293     ","Agroteknologi (pemuliaan)",NULL,0,0,1,0,30,NULL,13
"54294     ","Agroteknologi (ilmu Tanah)",NULL,0,0,1,0,30,NULL,13
"54295     ","Agroteknologi (happen)",NULL,0,0,1,0,30,NULL,13
"54297     ","Agroteknologi (agro & Hortikultura)",NULL,0,0,1,0,30,NULL,13
"54298     ","Agribisnis (kom & Pengemb Masy)",NULL,0,0,1,0,30,NULL,13
"54299     ","Agribisnis (sosek)",NULL,0,0,1,0,30,NULL,13
"54310     ",Klimatologi,NULL,0,0,1,0,23,NULL,4
"54312     ","Teknologi Industri Hortikultura",NULL,0,0,1,0,23,NULL,13
"54315     ","Penyuluhan Pertanian",NULL,0,0,1,0,23,NULL,13
"54316     ","Penyuluhan Perternakan",NULL,0,0,1,0,23,NULL,13
"54331     ","Manajemen Bisnis Unggas",NULL,0,0,1,0,23,NULL,13
"54343     ","Teknologi Penangkapan Ikan",NULL,0,0,1,0,30,NULL,13
"54344     ","Teknologi Pengolahan Hasil Perikanan",NULL,0,0,1,0,23,NULL,13
"54345     ","Teknologi Pengelolaan Sumberdaya Perairan",NULL,0,0,1,0,23,NULL,13
"54346     ","Teknologi Akuakultur",NULL,0,0,1,0,23,NULL,13
"54356     ","Penyuluhan Perikanan",NULL,0,0,1,0,23,NULL,13
"54357     ","Manajemen Perkebunan",NULL,0,0,1,0,23,NULL,13
"54358     ","Penyuluhan Perkebunan",NULL,0,0,1,0,23,NULL,13
"54371     ","Budidaya Perkebunan",NULL,0,0,1,0,23,NULL,13
"54401     ",Agribisnis,NULL,0,0,1,0,22,NULL,13
"54403     ",Komunikasi,NULL,0,0,1,0,22,NULL,13
"54410     ",Klimatologi,NULL,0,0,1,0,22,NULL,13
"54411     ",Agronomi,NULL,0,0,1,0,22,NULL,13
"54412     ",Hortikultura,NULL,0,0,1,0,22,NULL,13
"54414     ","Arsitektur Lansekap",NULL,0,0,1,0,22,NULL,13
"54415     ","Manajemen Lahan Kering",NULL,0,0,1,0,22,NULL,13
"54416     ","Budidaya Pertanian",NULL,0,0,1,0,22,NULL,13
"54417     ","Hama Dan Penyakit Tumbuhan",NULL,0,0,1,0,22,NULL,13
"54418     ","Hama dan Penyakit Ikan",NULL,0,0,1,0,22,NULL,4
"54431     ","Nutrisi Dan Makanan Ternak",NULL,0,0,1,0,22,NULL,13
"54432     ","Produksi Ternak",NULL,0,0,1,0,22,NULL,13
"54433     ","Budidaya Peternakan",NULL,0,0,1,0,22,NULL,13
"54434     ","Teknologi Hasil Ternak",NULL,0,0,1,0,22,NULL,13
"54435     ","Agribisnis Peternakan",NULL,0,0,1,0,22,NULL,13
"54442     ",Biologi,NULL,0,0,1,0,22,NULL,13
"54443     ","Budidaya Kelautan",NULL,0,0,1,0,22,NULL,13
"54444     ","Teknologi Hasil Perikanan",NULL,0,0,1,0,22,NULL,13
"54445     ","Agribisnis Perikanan",NULL,0,0,1,0,22,NULL,13
"54446     ","Pemanfaatan Sumber Daya Perairan",NULL,0,0,1,0,22,NULL,13
"54447     ","Budidaya Perikanan",NULL,0,0,1,0,22,NULL,13
"54448     ","Budidaya Perikanan PDD1",NULL,0,0,1,0,22,NULL,13
"54451     ","Teknologi Hasil Hutan",NULL,0,0,1,0,22,NULL,13
"54452     ","Budidaya Hutan",NULL,0,0,1,0,22,NULL,13
"54453     ",Ekowisata,NULL,0,0,1,0,22,NULL,13
"54454     ","Manajemen Hutan",NULL,0,0,1,0,22,NULL,13
"54455     ","Penyuluhan Kehutanan",NULL,0,0,1,0,22,NULL,13
"54457     ","Pengelolaan Perkebunan",NULL,0,0,1,0,22,NULL,13
"54461     ","Kesehatan Hewan",NULL,0,0,1,0,22,NULL,13
"54462     ",Perunggasan,NULL,0,0,1,0,22,NULL,13
"54463     ","Kesehatan Satwa Liar",NULL,0,0,1,0,22,NULL,13
"54471     ","Budidaya Hasil Perkebunan Kelapa Sawit",NULL,0,0,1,0,22,NULL,13
"54501     ",agribisnis,NULL,0,0,1,0,21,NULL,13
"54511     ","Teknologi industri benih",NULL,0,0,1,0,21,NULL,13
"54512     ","Teknologi industri benih - PDD",NULL,0,0,1,0,21,NULL,13
"54531     ","Manajemen Bisnis Unggas, Kampus K. Cianjur",NULL,0,0,1,0,21,NULL,13
"54532     ","Produksi Ternak Kampus PDD",NULL,0,0,1,0,21,NULL,13
"54544     ","Teknologi Pengolahan Hasil Perikanan, Kampus Kabupaten Buru",NULL,0,0,1,0,21,NULL,13
"54545     ","Teknologi Hasil Pertanian PDD",NULL,0,0,1,0,21,NULL,13
"54547     ","Budidaya Perikanan PDD",NULL,0,0,1,0,21,NULL,13
"54553     ","Ekowisata PDD",NULL,0,0,1,0,21,NULL,13
"54555     ","Penyuluhan Kehutanan",NULL,0,0,1,0,21,NULL,13
"54561     ","Kesehatan Hewan Kampus Kab. Sumba Timur",NULL,0,0,1,0,21,NULL,13
"54571     ","Budidaya Tanaman Hortikultura K. Rejang Lebong",NULL,0,0,1,0,21,NULL,13
"54572     ","Budidaya Tanaman Perkebunan PDD",NULL,0,0,1,0,21,NULL,13
"54577     ","Budidaya Perikanan, Kampus Kabupaten Buru",NULL,0,0,1,0,21,NULL,13
"54601     ",Pertanian,NULL,0,0,1,0,20,NULL,13
"54610     ",Klimatologi,NULL,0,0,1,0,20,NULL,13
"54631     ",Peternakan,NULL,0,0,1,0,20,NULL,13
"54643     ",Akuakultur,NULL,0,0,1,0,20,NULL,13
"54644     ","Teknologi Hasil Pertanian",NULL,0,0,1,0,20,NULL,13
"54647     ","Budidaya Perikanan",NULL,0,0,1,0,20,NULL,13
"54657     ","Budidaya Perikanan, Kampus Cianjur",NULL,0,0,1,0,20,NULL,13
"54671     ","Budidaya Tanaman",NULL,0,0,1,0,20,NULL,13
"54699     ","Agribisnis Pertanian K. Muko muko",NULL,0,0,1,0,20,NULL,13
"54961     ","Profesi Dokter Hewan",NULL,0,0,1,0,25,NULL,13
"55001     ","Ilmu Komputer",NULL,0,0,1,0,40,NULL,12
"55101     ","Ilmu Komputer",NULL,0,0,1,0,35,NULL,12
"55120     ","Ilmu Kepolisian",NULL,0,0,1,0,35,NULL,12
"55201     ","Ilmu Komputer-Teknik Informatika",NULL,0,0,1,0,30,NULL,12
"55202     ","Teknik Informatika",NULL,0,0,1,0,30,NULL,12
"55220     ","Ilmu Kepolisian",NULL,0,0,1,0,30,NULL,12
"55221     ",Kepolisian,NULL,0,0,1,0,23,NULL,12
"55301     ","Teknik Informatika",NULL,0,0,1,0,23,NULL,12
"55401     ","Teknik Informatika",NULL,0,0,1,0,22,NULL,12
"55501     ","Teknik Informatika",NULL,0,0,1,0,21,NULL,12
"55502     ","Teknik Informatika PDD 1",NULL,0,0,1,0,21,NULL,12
"55571     ","Teknik Informatika (Kampus Sumenep)",NULL,0,0,1,0,21,NULL,12
"55581     ","Teknik Informatika, Kampus Lamongan",NULL,0,0,1,0,21,NULL,12
"55601     ","Teknik Informatika",NULL,0,0,1,0,20,NULL,12
"56101     ","Sistem Komputer",NULL,0,0,1,0,35,NULL,12
"56201     ","Sistem Komputer",NULL,0,0,1,0,30,NULL,12
"56301     ","Teknik Komputer",NULL,0,0,1,0,23,NULL,12
"56304     ","Teknologi Jaringan",NULL,0,0,1,0,23,NULL,12
"56305     ","Teknologi Komunikasi Mobil",NULL,0,0,1,0,23,NULL,12
"56401     ","Teknik Informatika D3",NULL,0,0,1,0,22,NULL,12
"56402     ","Teknik Komputer",NULL,0,0,1,0,22,NULL,12
"56404     ","Teknologi Komunikasi Mobil",NULL,0,0,1,0,22,NULL,12
"56501     ","Teknik Komputer",NULL,0,0,1,0,20,NULL,12
"56505     ","Teknologi Komunikasi Mobil",NULL,0,0,1,0,21,NULL,12
"56571     ","Teknik Komputer dan Jaringan Kampus Kabupaten Manokwari",NULL,0,0,1,0,21,NULL,12
"56601     ","Teknik Komputer",NULL,0,0,1,0,20,NULL,12
"56602     ",Pemrograman,NULL,0,0,1,0,20,NULL,12
"57101     ","Ilmu Komputer",NULL,0,0,1,0,35,NULL,12
"57201     ","Ilmu Komputer-Sistem Informasi",NULL,0,0,1,0,30,NULL,12
"57202     ","Keamanan Sistem Informasi",NULL,0,0,1,0,30,NULL,12
"57203     ","PJJSistem Informasi",NULL,0,0,1,0,30,NULL,12
"57207     ","Manajemen Informasi Komunikasi",NULL,0,0,1,0,30,NULL,12
"57301     ","Manajemen Informatika",NULL,0,0,1,0,23,NULL,12
"57302     ","Keamanan Sistem Informasi",NULL,0,0,1,0,23,NULL,12
"57303     ","Sistem Informasi Industri",NULL,0,0,1,0,23,NULL,12
"57304     ","Manajemen Informatika",NULL,0,0,1,0,30,NULL,4
"57401     ","Manajemen Informatika D3",NULL,0,0,1,0,22,NULL,12
"57402     ","Komputerisasi Akuntansi",NULL,0,0,1,0,22,NULL,12
"57501     ","Manajemen Informatika",NULL,0,0,1,0,21,NULL,12
"57502     ","Komputerisasi Akuntansi",NULL,0,0,1,0,21,NULL,12
"57503     ","Komputer Akuntansi",NULL,0,0,1,0,21,NULL,12
"57504     ","Komputer akuntansi PDD",NULL,0,0,1,0,21,NULL,12
"57571     ","Manajemen Informatika K. Sidoarjo",NULL,0,0,1,0,21,NULL,12
"57581     ","Manajemen Informatika PDD",NULL,0,0,1,0,21,NULL,12
"57582     ","Manajemen Informatika PDD",NULL,0,0,1,0,21,NULL,12
"57601     ","Manajemen Informatika",NULL,0,0,1,0,20,NULL,12
"57602     ","Komputer Akuntansi",NULL,0,0,1,0,20,NULL,12
"57671     ","Manajemen Informatika K. Lampung Tengah",NULL,0,0,1,0,20,NULL,12
"57681     ","Manajemen Informatika K. Lampung Tengah",NULL,0,0,1,0,20,NULL,12
"58201     ","Teknik Perangkat Lunak",NULL,0,0,1,0,30,NULL,12
"59101     ","Sistem Informasi",NULL,0,0,1,0,35,NULL,12
"59102     ","Sistem Pertahanan",NULL,0,0,1,0,35,NULL,12
"59201     ","Sistem dan Teknologi Informasi",NULL,0,0,1,0,30,NULL,12
"59202     ","Ilmu Komputasi",NULL,0,0,1,0,30,NULL,12
"59601     ","Informasi Teknologi",NULL,0,0,1,0,20,NULL,12
"60001     ","Ilmu Ekonomi",NULL,0,0,1,0,40,NULL,14
"60002     ","Ekonomi Syariah",NULL,0,0,1,0,40,NULL,14
"60101     ","Ekonomi Pembangunan dan Perencanaan",NULL,0,0,1,0,35,NULL,14
"60102     ","Ekonomi Pembangunan",NULL,0,0,1,0,35,NULL,14
"60103     ","Ekonomi Pertahanan",NULL,0,0,1,0,35,NULL,14
"60104     ","Keuangan Syariah",NULL,0,0,1,0,35,NULL,14
"60130     ","Ekonomi Islam",NULL,0,0,1,0,35,NULL,14
"60201     ","Ekonomi Pembangunan",NULL,0,0,1,0,30,NULL,14
"60202     ","Ekonomi Syariah (Ekonomi Islam )",NULL,0,0,1,0,30,NULL,14
"60203     ","Bisnis Islam",NULL,0,0,1,0,30,NULL,14
"60204     ","Keuangan Syariah",NULL,0,0,1,0,30,NULL,14
"60205     ","Ekonomi Buddhis",NULL,0,0,1,0,30,NULL,14
"60206     ","Ekonomi Syariah",NULL,0,0,1,0,30,NULL,14
"60270     ","Ekonomi Pembangunan (Kampus Payakumbuh)",NULL,0,0,1,0,30,NULL,14
"60304     ","Keuangan dan Perbankan Syariah",NULL,0,0,1,0,23,NULL,14
"60401     ","Ekonomi Pembangunan",NULL,0,0,1,0,22,NULL,14
"60404     ","Keuangan Syariah",NULL,0,0,1,0,22,NULL,14
"61001     ","Ilmu Manajemen",NULL,0,0,1,0,40,NULL,14
"61011     ","Manajemen Syariah",NULL,0,0,1,0,40,NULL,14
"61101     ","Ilmu Manajemen",NULL,0,0,1,0,35,NULL,14
"61102     ","Ilmu Manajemen",NULL,0,0,1,0,35,NULL,14
"61103     ","Manajemen Properti",NULL,0,0,1,0,35,NULL,14
"61104     ","Ilmu Kebencanaan",NULL,0,0,1,0,35,NULL,14
"61105     ","Manajemen Bisnis",NULL,0,0,1,0,35,NULL,14
"61106     ","Manajemen Keuangan Mikro Terpadu",NULL,0,0,1,0,35,NULL,14
"61107     ","Keuangan Daerah",NULL,0,0,1,0,35,NULL,14
"61108     ","Manajemen Pertahanan",NULL,0,0,1,0,35,NULL,14
"61111     ","Manajemen Syariah",NULL,0,0,1,0,35,NULL,14
"61171     ","Manajemen (Kampus Jakarta)",NULL,0,0,1,0,35,NULL,14
"61201     ","Manajemen - S1",NULL,0,0,1,0,30,NULL,14
"61202     ","Manajemen Pembangunan Daerah",NULL,0,0,1,0,30,NULL,14
"61203     ","Manajemen Sumber Daya Manusia",NULL,0,0,1,0,30,NULL,14
"61204     ","Manajemen Kebijakan Publik",NULL,0,0,1,0,30,NULL,14
"61205     ","Manajemen Bisnis",NULL,0,0,1,0,30,NULL,14
"61206     ","Ekonomi dan Perbankan Islam",NULL,0,0,1,0,30,NULL,14
"61207     ","PJJ Manajemen",NULL,0,0,1,0,30,NULL,14
"61211     ","Manajemen Keuangan Syariah",NULL,0,0,1,0,30,NULL,14
"61271     ","Manajemen PDD 1",NULL,0,0,1,0,30,NULL,14
"61301     ","Keuangan Daerah",NULL,0,0,1,0,23,NULL,14
"61304     ","Manajemen Pemasaran",NULL,0,0,1,0,23,NULL,14
"61305     ","Manajemen Perusahaan",NULL,0,0,1,0,23,NULL,14
"61306     ",Keuangan,NULL,0,0,1,0,23,NULL,14
"61307     ","Manajemen Aset",NULL,0,0,1,0,23,NULL,14
"61308     ","Manajemen Pertahanan",NULL,0,0,1,0,23,NULL,14
"61309     ","Manajemen Pertahanan Matra Laut Aspek Dar",NULL,0,0,1,0,23,NULL,14
"61310     ","Analis Keuangan",NULL,0,0,1,0,23,NULL,14
"61401     ","Administrasi Perkantoran",NULL,0,0,1,0,22,NULL,14
"61402     ","Bisnis Internasional",NULL,0,0,1,0,22,NULL,14
"61403     ","Administrasi Perpajakan",NULL,0,0,1,0,22,NULL,14
"61404     ","Manajemen Pemasaran",NULL,0,0,1,0,22,NULL,14
"61405     ","Manajemen Bandar Udara",NULL,0,0,1,0,22,NULL,14
"61406     ",Keuangan,NULL,0,0,1,0,22,NULL,14
"61407     ","Manajemen Transportasi Laut",NULL,0,0,1,0,22,NULL,14
"61408     ","Manajemen Transportasi",NULL,0,0,1,0,22,NULL,14
"61409     ","Keuangan Negara",NULL,0,0,1,0,22,NULL,14
"61410     ","Manajemen Sumber Daya Manusia",NULL,0,0,1,0,22,NULL,14
"61411     ","Manajemen Produksi",NULL,0,0,1,0,22,NULL,14
"61501     ","Manajemen Administrasi",NULL,0,0,1,0,21,NULL,14
"61504     ","Manajemen Pemasaran",NULL,0,0,1,0,21,NULL,14
"61505     ","Manajemen Aset",NULL,0,0,1,0,21,NULL,14
"61506     ","Keuangan Dan Perbankan",NULL,0,0,1,0,20,NULL,14
"61507     ","Manajemen Bandar Udara",NULL,0,0,1,0,21,NULL,14
"61601     ",Akuntansi,NULL,0,0,1,0,20,NULL,14
"61602     ","Manajemen Perdagangan",NULL,0,0,1,0,20,NULL,14
"61603     ","Manajemen Perpajakan",NULL,0,0,1,0,20,NULL,14
"61604     ","Manajemen Pemasaran",NULL,0,0,1,0,20,NULL,14
"61605     ","Manajemen Aset",NULL,0,0,1,0,20,NULL,14
"61606     ","Akutansi Bank Syariah",NULL,0,0,1,0,20,NULL,14
"62001     ","Ilmu Akuntansi",NULL,0,0,1,0,40,NULL,14
"62101     ",Akuntansi,NULL,0,0,1,0,35,NULL,14
"62102     ","Akuntnasi PDD1",NULL,0,0,1,0,30,NULL,14
"62103     ","Magister Akuntansi",NULL,0,0,1,0,35,NULL,14
"62201     ",Akuntansi,NULL,0,0,1,0,30,NULL,14
"62202     ","Akuntansi Syari`ah",NULL,0,0,1,0,30,NULL,14
"62204     ","Akuntansi Bank Syariah",NULL,0,0,1,0,30,NULL,14
"62301     ","Akuntansi D4",NULL,0,0,1,0,23,NULL,14
"62302     ",Perpajakan,NULL,0,0,1,0,23,NULL,14
"62303     ","Akuntansi Keuangan Publik",NULL,0,0,1,0,23,NULL,14
"62304     ","Manajemen Akuntansi Hospitality",NULL,0,0,1,0,23,NULL,14
"62305     ","Manajemen Kuliner",NULL,0,0,1,0,23,NULL,14
"62306     ",Akuntansi,NULL,0,0,1,0,23,NULL,14
"62401     ",Akuntansi,NULL,0,0,1,0,22,NULL,14
"62402     ",Akuntansi,NULL,0,0,1,0,22,NULL,14
"62408     ","Manajemen Transportasi Udara",NULL,0,0,1,0,23,NULL,14
"62409     ","Manajemen Keselamatan Transportasi Jalan",NULL,0,0,1,0,23,NULL,14
"62501     ","Akuntansi PDD",NULL,0,0,1,0,21,NULL,14
"62502     ","Akuntansi PDD",NULL,0,0,1,0,21,NULL,14
"62601     ",Akuntansi,NULL,0,0,1,0,20,NULL,14
"62604     ","Akuntansi Bank Syariah",NULL,0,0,1,0,20,NULL,14
"62901     ","Pendidikan Profesi Akuntansi",NULL,0,0,1,0,25,NULL,14
"63001     ",Administrasi,NULL,0,0,1,0,40,NULL,3
"63002     ","Ilmu Administrasi Publik",NULL,0,0,1,0,40,NULL,3
"63101     ","Administrasi Dan Kebijakan Publik",NULL,0,0,1,0,35,NULL,3
"63102     ","Ekonomi Terapan",NULL,0,0,1,0,35,NULL,3
"63103     ","Administrasi Negara",NULL,0,0,1,0,35,NULL,3
"63111     ","Administrasi Bisnis",NULL,0,0,1,0,35,NULL,3
"63112     ","Administrasi Pertanahan",NULL,0,0,1,0,35,NULL,3
"63171     ","Administrasi Bisnis (Kampus Jakarta)",NULL,0,0,1,0,35,NULL,3
"63201     ","Administrasi Negara",NULL,0,0,1,0,30,NULL,3
"63211     ","Administrasi Bisnis",NULL,0,0,1,0,30,NULL,3
"63212     ","Administrasi Fiskal",NULL,0,0,1,0,30,NULL,2
"63221     ","Ilmu Administrasi Perpajakan",NULL,0,0,1,0,30,NULL,3
"63301     ","Administrasi Negara",NULL,0,0,1,0,23,NULL,3
"63311     ","Administrasi Bisnis",NULL,0,0,1,0,23,NULL,3
"63312     ",Sekretari,NULL,0,0,1,0,23,NULL,3
"63314     ","Manajemen Logistik dan Keuangan  Matra Laut",NULL,0,0,1,0,23,NULL,3
"63315     ","Teknik Logistik",NULL,0,0,1,0,30,NULL,12
"63401     ",Administrasi,NULL,0,0,1,0,22,NULL,3
"63411     ","Administrasi Bisnis",NULL,0,0,1,0,22,NULL,3
"63412     ",Kesekretariatan,NULL,0,0,1,0,22,NULL,3
"63413     ","Administrasi Keuangan",NULL,0,0,1,0,22,NULL,3
"63414     ","Administrasi Logistik",NULL,0,0,1,0,22,NULL,3
"63421     ","Administrasi Perpajakan",NULL,0,0,1,0,22,NULL,3
"63511     ","Administrasi Bisnis K. Blitar",NULL,0,0,1,0,21,NULL,3
"63512     ",Sekretari,NULL,0,0,1,0,21,NULL,3
"63611     ","Administrasi Bisnis",NULL,0,0,1,0,20,NULL,3
"63612     ",Kesekretariatan,NULL,0,0,1,0,20,NULL,3
"64001     ","Hubungan Internasional",NULL,0,0,1,0,40,NULL,3
"64101     ","Hubungan Internasional",NULL,0,0,1,0,35,NULL,3
"64114     ",Logistik,NULL,0,0,1,0,35,NULL,3
"64201     ","Hubungan Internasional",NULL,0,0,1,0,30,NULL,3
"64211     ","Bisnis Musik",NULL,0,0,1,0,30,NULL,3
"65001     ","Ilmu Pemerintahan",NULL,0,0,1,0,40,NULL,3
"65101     ","Ilmu Pemerintahan",NULL,0,0,1,0,35,NULL,3
"65201     ","Ilmu Pemerintahan",NULL,0,0,1,0,30,NULL,3
"65301     ","Manajemen Pemerintahan",NULL,0,0,1,0,23,NULL,3
"65401     ","Administrasi Pemerintahan",NULL,0,0,1,0,22,NULL,3
"66001     ",Kriminologi,NULL,0,0,1,0,40,NULL,3
"66101     ",Kriminologi,NULL,0,0,1,0,35,NULL,3
"66201     ",Akuntansi,NULL,0,0,1,0,30,NULL,3
"66202     ",Kriminologi,NULL,0,0,1,0,30,NULL,3
"67001     ","Ilmu Politik",NULL,0,0,1,0,40,NULL,3
"67101     ","Ilmu Politik",NULL,0,0,1,0,35,NULL,3
"67201     ","Ilmu Politik",NULL,0,0,1,0,30,NULL,3
"68001     ","Ilmu Sosial",NULL,0,0,1,0,40,NULL,3
"68101     ","Ilmu Sosial",NULL,0,0,1,0,35,NULL,3
"68201     ","Ilmu Sosiatri",NULL,0,0,1,0,30,NULL,3
"68401     ","Pembangunan Masyarakat",NULL,0,0,1,0,22,NULL,3
"69001     ","Ilmu Sosiologi",NULL,0,0,1,0,40,NULL,3
"69101     ",Sosiologi,NULL,0,0,1,0,35,NULL,3
"69201     ",Sosiologi,NULL,0,0,1,0,30,NULL,3
"69202     ","Sosiologi Agama",NULL,0,0,1,0,30,NULL,3
"70001     ","Ilmu Komunikasi",NULL,0,0,1,0,40,NULL,3
"70033     ","Komunikasi dan Penyiaran Islam",NULL,0,0,1,0,40,NULL,3
"70034     ","Dirasah Islamiyah / Pendidikan Islam",NULL,0,0,1,0,40,NULL,3
"70101     ","Ilmu Komunikasi",NULL,0,0,1,0,35,NULL,3
"70109     ",Kepenyuluhan,NULL,0,0,1,0,35,NULL,3
"70130     ","Ilmu Dakwah",NULL,0,0,1,0,35,NULL,3
"70131     ","Pengembangan Masyarakat Islam",NULL,0,0,1,0,35,NULL,3
"70133     ","Komunikasi dan Penyiaran Islam",NULL,0,0,1,0,35,NULL,3
"70134     ","Dirasah Islamiyah / Pendidikan Islam",NULL,0,0,1,0,35,NULL,3
"70135     ","Penerangan Agama Hindu (Dharmaduta)",NULL,0,0,1,0,35,NULL,3
"70136     ","Pemikiran Islam",NULL,0,0,1,0,35,NULL,3
"70201     ","Ilmu Komunikasi",NULL,0,0,1,0,30,NULL,3
"70202     ",Jurnalistik,NULL,0,0,1,0,30,NULL,3
"70208     ","Manajemen Teknik Rekayasa",NULL,0,0,1,0,30,NULL,3
"70209     ",Kepenyuluhan,NULL,0,0,1,0,30,NULL,3
"70230     ","Ilmu Dakwah",NULL,0,0,1,0,30,NULL,3
"70231     ","Pengembangan Masyarakat Islam",NULL,0,0,1,0,30,NULL,3
"70232     ","Bimbingan dan Konseling  Islam",NULL,0,0,1,0,30,NULL,3
"70233     ","Komunikasi dan Penyiaran Islam",NULL,0,0,1,0,30,NULL,3
"70234     ","Dirasah Islamiyah / Pendidikan Islam",NULL,0,0,1,0,30,NULL,3
"70235     ","Penerangan Agama Hindu (Dharmaduta)",NULL,0,0,1,0,30,NULL,3
"70236     ",Kepanditaan,NULL,0,0,1,0,30,NULL,3
"70302     ",Jurnalistik,NULL,0,0,1,0,23,NULL,3
"70305     ",Penyiaran,NULL,0,0,1,0,23,NULL,3
"70306     ","Manajemen Produksi Berita",NULL,0,0,1,0,23,NULL,3
"70307     ","Manajemen Teknik Studio Produksi",NULL,0,0,1,0,23,NULL,3
"70401     ","Hubungan Masyarakat",NULL,0,0,1,0,22,NULL,3
"70402     ",Jurnalistik,NULL,0,0,1,0,22,NULL,3
"70403     ","Komunikasi Massa",NULL,0,0,1,0,22,NULL,3
"70404     ",Periklanan,NULL,0,0,1,0,22,NULL,3
"70405     ",Penyiaran,NULL,0,0,1,0,22,NULL,3
"70501     ","Hubungan Masyarakat",NULL,0,0,1,0,21,NULL,3
"7051      ","Manajemen Informatika, Kampus K. Pekanbaru",NULL,0,0,1,0,21,NULL,3
"71101     ","Ilmu Perpustakaan",NULL,0,0,1,0,35,NULL,2
"71102     ","Teknologi Informasi untuk Manajemen SD",NULL,0,0,1,0,35,NULL,4
"71201     ","Ilmu Perpustakaan",NULL,0,0,1,0,30,NULL,2
"71202     ","Ilmu Informasi dan Perpustakaan",NULL,0,0,1,0,30,NULL,2
"71302     ",Kearsipan,NULL,0,0,1,0,23,NULL,2
"71401     ","Ilmu Perpustakaan",NULL,0,0,1,0,22,NULL,2
"71402     ",Kearsipan,NULL,0,0,1,0,22,NULL,2
"71441     ","Hubungan Masyarakat",NULL,0,0,1,0,30,NULL,2
"71501     ",Perpustakaan,NULL,0,0,1,0,21,NULL,2
"72001     ","Ilmu Kesejahteraan Sosial",NULL,0,0,1,0,40,NULL,3
"72101     ","Ilmu Kesejahteraan Sosial",NULL,0,0,1,0,35,NULL,3
"72102     ","Pekerjaan Sosial",NULL,0,0,1,0,35,NULL,3
"72201     ","Ilmu Kesejahteraan Sosial",NULL,0,0,1,0,30,NULL,3
"72302     ","Pekerjaan Sosial",NULL,0,0,1,0,23,NULL,3
"72401     ","Pekerja Sosial",NULL,0,0,1,0,22,NULL,3
"73001     ","Ilmu Psikologi",NULL,0,0,1,0,40,NULL,3
"73101     ",Psikologi,NULL,0,0,1,0,35,NULL,3
"73102     ","Perubahan dan Pengembangan Organisasi",NULL,0,0,1,0,35,NULL,3
"73103     ","Psikologi Profesi",NULL,0,0,1,0,35,NULL,3
"73104     ","Psikologi Terapan",NULL,0,0,1,0,35,NULL,3
